Model Year;Mfr Name;Division;Carline;Eng Displ;# Cyl;City FE (Guide) - Conventional Fuel;Hwy FE (Guide) - Conventional Fuel;Comb FE (Guide) - Conventional Fuel;City Unadj FE - Conventional Fuel;Hwy Unadj FE - Conventional Fuel;Comb Unadj FE - Conventional Fuel;City Unrd Adj FE - Conventional Fuel;Hwy Unrd Adj FE - Conventional Fuel;Comb Unrd Adj FE - Conventional Fuel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Toyota;LEXUS;UX 250h;2,0;4;43;41;42;59,5;58,1496;58,8846;43,0233;40,9422;42,0612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Toyota;LEXUS;UX 250h;2,0;4;43;41;42;59,5;58,1496;58,8846;43,0233;40,9422;42,0612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Toyota;LEXUS;UX 250h AWD;2,0;4;41;38;39;55,9496;54,8993;55,472;41,2367;38;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Toyota;LEXUS;UX 250h AWD;2,0;4;41;38;39;55,9496;54,8993;55,472;41,2367;38;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;MAZDA;MAZDA;CX-3 2WD;2,0;4;29;34;31;37,4913;49,0608;41,9422;28,5436;33,8105;30,6953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;MAZDA;MAZDA;CX-3 4WD;2,0;4;27;32;29;35,7964;45,5945;39,6286;27,3978;31,663;29,1658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;MAZDA;MAZDA;MAZDA2;1,5;4;32;40;35;42,4;58,9;48,516;31,7946;39,7315;34,9351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;MAZDA;MAZDA;MAZDA2;1,5;4;30;39;34;41;57,7;47,1396;30;39,0229;34,0784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;MAZDA;MAZDA;MAZDA3 4-Door 2WD;2,5;4;27;36;30;34,8;52,4;40,9964;26,7185;35,8485;30,177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;MAZDA;MAZDA;MAZDA3 4-Door 2WD;2,5;4;26;35;30;33,9446;51,6411;40,1335;26,132;35,3879;29,618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;MAZDA;MAZDA;MAZDA3 4-Door 4WD;2,5;4;25;33;28;32,8;47,9;38,2221;25,3422;33,095;28,3285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mercedes-Benz;Mercedes-Benz;AMG C 43 4MATIC;3,0;6;19;27;22;23,8;38,5;28,7377;18,927;27,1633;21,9176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mercedes-Benz;Mercedes-Benz;AMG C 63;4,0;8;18;27;21;22,2;38,2;27,3561;17,7469;26,9699;20,9747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mercedes-Benz;Mercedes-Benz;AMG C 63 S;4,0;8;18;27;21;22,2;38,2;27,3561;17,7469;26,9699;20,9747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mercedes-Benz;Mercedes-Benz;AMG CLA 35 4MATIC;2,0;4;23;29;25;29;41,1;33,4287;22,6786;28,829;25,087;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mercedes-Benz;Mercedes-Benz;AMG CLS 53 4MATIC+;3,0;6;21;27;23;26,8;38,5;31,0456;21,1067;27,1633;23,4607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mercedes-Benz;Mercedes-Benz;AMG GT 53 4MATIC+;3,0;6;19;24;21;23,9;33,6;27,4684;19,0003;23,9706;20,9556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mercedes-Benz;Mercedes-Benz;AMG GT 63 4MATIC+;4,0;8;15;20;17;18,8;28,3;22,1453;15,1979;20,4361;17,1795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mercedes-Benz;Mercedes-Benz;AMG GT 63 S 4MATIC+;4,0;8;15;20;17;18,7;28,3;22,0688;15,1221;20,4361;17,1261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mercedes-Benz;Mercedes-Benz;AMG S 63 4MATIC+ (coupe);4,0;8;17;27;20;21;38,2;26,3362;16,8538;26,9699;20,2762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mercedes-Benz;Mercedes-Benz;C 300;2,0;4;24;35;28;31;50,7;37,569;24,0885;34,8146;27,9657;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mercedes-Benz;Mercedes-Benz;C 300 4MATIC;2,0;4;23;33;26;28,7969;47,4966;34,9973;22,5344;32,8455;26,2415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mercedes-Benz;Mercedes-Benz;CLA 250;2,0;4;25;35;28;31,7;51,5;38,3318;24,5777;35,3021;28,4696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mercedes-Benz;Mercedes-Benz;CLA 250 4MATIC;2,0;4;23;33;27;29,9;47,6;35,9087;23,3153;32,9095;26,8359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mercedes-Benz;Mercedes-Benz;CLS 450;3,0;6;24;31;26;30,7;43,9;35,504;23,8782;30,6012;26,4979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mercedes-Benz;Mercedes-Benz;CLS 450 4MATIC;3,0;6;23;30;26;29,7;42,7;34,4149;23,1741;29,8444;25,7655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mercedes-Benz;Mercedes-Benz;S 560 4MATIC (coupe);4,0;8;17;26;20;21;37,2;26,1184;16,8538;26,3231;20,1091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mitsubishi Motors Co;Mitsubishi Motors Corporation;MIRAGE;1,2;3;36;43;39;48,6407;64,0274;54,5386;35,7892;42,7188;38,6074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mitsubishi Motors Co;Mitsubishi Motors Corporation;MIRAGE;1,2;3;33;41;36;44,9092;60,8039;50,8963;33,419;40,8484;36,398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mitsubishi Motors Co;Mitsubishi Motors Corporation;MIRAGE G4;1,2;3;35;41;37;46,9727;61,4946;52,5579;34,7363;41,2514;37,3939;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mitsubishi Motors Co;Mitsubishi Motors Corporation;MIRAGE G4;1,2;3;33;40;35;44,4601;60,402;50,4522;33,1301;40;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nissan;NISSAN;VERSA;1,6;4;32;40;35;42,2807;59,9128;48,7348;31,7168;40,3268;35,088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nissan;NISSAN;VERSA;1,6;4;27;35;30;36,3;52,2;42,0659;27;35;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Rolls-Royce;Rolls-Royce Motor Cars Limited;Dawn;6,6;12;12;18;14;14,1674;25,0399;17,6079;11,6311;18,2188;13,8915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Subaru;Subaru;WRX;2,0;4;18;24;21;22,9;34;26,8436;18,2647;24,2339;20,5416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Subaru;Subaru;WRX;2,0;4;21;27;23;26,0562;38,7385;30,5581;20,5702;27,3169;23,1422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Subaru;Subaru;WRX;2,5;4;16;22;19;20,5731;30,619;24,1367;16;21,9932;18,6133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Toyota;TOYOTA;C-HR;2,0;4;27;31;29;36;48,8;40,8178;27,0745;31,2658;28,8126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Toyota;TOYOTA;COROLLA;1,8;4;30;38;33;39,3497;56,2469;45,5007;29,786;38,1598;33,0496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Toyota;TOYOTA;COROLLA;1,8;4;29;39;33;38,6;58,4;45,5494;29,2865;39,4367;33,1228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Toyota;TOYOTA;COROLLA;2,0;4;31;40;34;41;58,7;47,4367;30,8774;39,6137;34,2793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Toyota;TOYOTA;COROLLA;2,0;4;29;36;32;37,8991;53,3991;43,5933;28,8174;36,4525;31,8162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Toyota;TOYOTA;COROLLA HATCHBACK;2,0;4;32;41;35;42,5097;61,3743;49,3333;31,8662;41,1813;35,4774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Toyota;TOYOTA;COROLLA HATCHBACK MANUAL;2,0;4;28;37;31;36,7;54,4;42,9952;28,0101;37,0549;31,4664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Toyota;TOYOTA;COROLLA HATCHBACK XSE;2,0;4;30;38;33;39,5;56,5;45,6858;29,8859;38,3105;33,1681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Toyota;TOYOTA;COROLLA HYBRID;1,8;4;53;52;52;78,064;76,1727;77,2014;53;52;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Toyota;TOYOTA;COROLLA XLE;1,8;4;29;37;32;37,9972;55,0926;44,1641;28,8832;37,4703;32,2043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Toyota;TOYOTA;COROLLA XSE;2,0;4;31;38;34;40,5039;56,8023;46,5091;30,5505;38,4903;33,6766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Toyota;TOYOTA;YARIS;1,5;4;32;40;35;43,1934;60,3359;49,5254;32,3109;40;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Toyota;TOYOTA;YARIS;1,5;4;30;39;34;40,7127;59,3;47,3982;30;39;34,2683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volkswagen Group of;Volkswagen;Golf;1,4;4;29;35;32;37,3;51,246;42,5053;29,01;35,4138;31,5797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volkswagen Group of;Volkswagen;Golf;1,4;4;28;36;31;35,4;53;41,6193;27,8964;35,6152;30,9111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volkswagen Group of;Volkswagen;GTI;2,0;4;24;32;27;31,0461;43,6;35,6675;24,1587;31,5669;27,0113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volkswagen Group of;Volkswagen;GTI;2,0;4;24;32;27;28,8;44,2;34,1551;23,9544;32,1076;27,0448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volkswagen Group of;Volkswagen;Jetta;1,4;4;30;40;34;39,7494;60,5;47,0042;30,0514;40;34,0525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volkswagen Group of;Volkswagen;Jetta;1,4;4;30;40;34;36,2956;57,4;43,4914;29,9508;40;34,0383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volkswagen Group of;Volkswagen;Jetta;2,0;4;25;32;28;31,3;45,9;36,5286;25,2479;32,471;28,0564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volkswagen Group of;Volkswagen;Jetta;2,0;4;25;33;28;30,1;45,8;35,59;24,5388;32,957;27,7257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volvo;Volvo Cars of North America, LLC;S60 AWD;2,0;4;21;32;25;27,1;45,9;33,2236;21,3224;31,8536;25,0491;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volvo;Volvo Cars of North America, LLC;S60 FWD;2,0;4;23;34;27;30,1;50,1;36,6912;23,4563;34,4479;27,389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Honda;Acura;RLX;3,5;6;28;29;28;38,3;41,7;39,7588;28;29,2106;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Honda;Acura;RLX;3,5;6;20;29;23;25,1;41,6;30,5533;19,8767;29,1471;23,1967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;FCA US LLC;ALFA ROMEO;Giulia;2,0;4;24;33;27;30,2997;47,1487;36,1059;23,5969;32,63;26,9548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;FCA US LLC;ALFA ROMEO;Giulia;2,9;6;17;25;20;21,8;35,8;26,4556;17,45;25,4128;20,3144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;FCA US LLC;ALFA ROMEO;Giulia AWD;2,0;4;23;31;26;28,7492;43,9;34,035;22,5005;30,6012;25,5433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volkswagen Group of;Audi;A5 Sportback quattro;2,0;4;24;32;27;29,851;45,7135;35,3747;23,5581;32,2503;26,8097;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volkswagen Group of;Audi;A6 Allroad;3,0;6;20;26;22;26,3;38,2;30,5879;19,9426;25,8362;22,2239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volkswagen Group of;Audi;A6 quattro;2,0;4;24;32;27;31;45,7;36,2466;24,0885;31,7289;27,016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volkswagen Group of;Audi;A6 quattro;3,0;6;22;29;24;28,0412;41,2224;32,7542;21,5567;28,6081;24,246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volkswagen Group of;Audi;A7 quattro;3,0;6;22;29;24;28,0412;41,2224;32,7542;21,5567;28,6081;24,246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volkswagen Group of;Audi;S5 Sportback;3,0;6;20;27;23;25,2451;37,656;29,6413;19,9822;26,6184;22,5073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volkswagen Group of;Audi;S6;2,9;6;18;28;22;24;37,5;28,6396;18,2443;27,7295;21,5635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volkswagen Group of;Audi;S7;2,9;6;18;28;22;24;37,5;28,6396;18,2443;27,7295;21,5635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volkswagen Group of;Bentley;Flying Spur;6,0;12;12;19;15;15;26,5;18,6401;12,2803;19,216;14,6616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;BMW;BMW;530i;2,0;4;25;33;28;32,3936;47,2701;37,7381;25,0604;32,7052;28,0063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;BMW;BMW;530i xDrive;2,0;4;24;31;27;30,3982;45,1925;35,6499;23,6661;31,4118;26,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;BMW;BMW;540i;3,0;6;22;30;25;28,5;43,6588;33,7776;22,3233;30,4494;25,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;BMW;BMW;540i xDrive;3,0;6;22;29;25;27,7707;41,4634;32,6179;21,803;29,0602;24,5634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;BMW;BMW;840i Gran Coupe;3,0;6;22;29;24;27,6158;41,4033;32,4835;21,6922;29,022;24,4737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;BMW;BMW;840i xDrive Gran Coupe;3,0;6;20;27;23;25,6903;37,5;29,9322;20,3053;26,5175;22,6982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;BMW;BMW;M5;4,4;8;15;21;17;18,0796;29,7957;21,9665;14,6505;21,4423;17,0858;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;BMW;BMW;M5 Competition;4,4;8;15;21;17;18,0796;29,7957;21,9665;14,6505;21,4423;17,0858;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;BMW;BMW;M550i xDrive;4,4;8;18;25;20;21,8908;35,7629;26,5199;17,5175;25,3886;20,3576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;BMW;BMW;M8 Competition Gran Coupe;4,4;8;15;21;17;18,0796;29,7957;21,9665;14,6505;21,4423;17,0858;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;BMW;BMW;M8 Gran Coupe;4,4;8;15;21;17;18,0796;29,7957;21,9665;14,6505;21,4423;17,0858;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;BMW;BMW;M850i xDrive Gran Coupe;4,4;8;17;25;20;20,9662;34,4201;25,4411;16,8285;24,5099;19,5915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;BMW;BMW;X2 M35i;2,0;4;23;30;26;30,1258;43,4857;34,9589;23,4744;30,3404;26,136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;BMW;BMW;X2 sDrive28i;2,0;4;24;32;27;30,5124;45,6581;35,8663;23,7464;31,7027;26,7696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;BMW;BMW;X2 xDrive28i;2,0;4;24;31;27;30,5865;44,6166;35,6281;23,7985;31,0512;26,5937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;Buick;REGAL;2,0;4;22;32;26;28,6893;45,9807;34,5332;22,4579;31,9039;25,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;Buick;REGAL AWD;2,0;4;21;29;24;27,2;42;32,326;21,3942;29,401;24,3822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;Buick;REGAL AWD;3,6;6;19;27;22;23,6;37,6;28,3502;18,7801;26,5822;21,638;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;Cadillac;CT5;2,0;4;23;32;26;29;46,4;34,8872;22,6786;32,165;26,1491;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;Cadillac;CT5;3,0;6;19;26;21;23,5392;36,6401;28,0529;18,7355;25,9598;21,4176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
