Model Year;Mfr Name;Division;Carline;Eng Displ;# Cyl;City FE (Guide) - Conventional Fuel;Hwy FE (Guide) - Conventional Fuel;Comb FE (Guide) - Conventional Fuel;City Unadj FE - Conventional Fuel;Hwy Unadj FE - Conventional Fuel;Comb Unadj FE - Conventional Fuel;City Unrd Adj FE - Conventional Fuel;Hwy Unrd Adj FE - Conventional Fuel;Comb Unrd Adj FE - Conventional Fuel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mercedes-Benz;Mercedes-Benz;S 450;3,0;6;19;28;22;23,5;39,7;28,7859;18,7066;27,9345;21,973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mercedes-Benz;Mercedes-Benz;S 450 4MATIC;3,0;6;18;28;22;23,1;39,5;28,4075;18,4122;27,8062;21,7132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mercedes-Benz;Mercedes-Benz;S 560;4,0;8;17;27;21;21,2;38,9;26,6585;17,0031;27,4208;20,5095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mercedes-Benz;Mercedes-Benz;S 560 4MATIC;4,0;8;17;27;21;21,7;38,6;27,0244;17,3756;27,2277;20,7551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mercedes-Benz;Mercedes-Benz;S 560 4MATIC Maybach;4,0;8;16;25;19;20,4;35,2;25,1605;16,4046;25,0209;19,4129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Porsche;Porsche;Panamera;3,0;6;19;27;22;25,2;39,7;30,1564;19;27;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Porsche;Porsche;Panamera 4;3,0;6;19;26;22;24,7;38,1;29,3442;19;26;22,3176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Porsche;Porsche;Panamera 4 Executive;3,0;6;19;26;22;24,7;38,1;29,3442;19;26;22,3176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Porsche;Porsche;Panamera 4 ST;3,0;6;19;26;22;24,3;37,2;28,7931;19,2932;26,3231;21,9285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Porsche;Porsche;Panamera 4S;2,9;6;18;26;21;23,8;37,3;28,4304;18;26,3879;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Porsche;Porsche;Panamera 4S Executive;2,9;6;18;26;21;23,8;37,3;28,4304;18;26,3879;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Porsche;Porsche;Panamera 4S ST;2,9;6;18;24;20;23,5;35,4;27,6885;18;24;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Porsche;Porsche;Panamera GTS;4,0;8;16;23;19;20,1;33,2;24,4395;16,1793;23;18,8765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Porsche;Porsche;Panamera GTS ST;4,0;8;15;22;18;19,6;31,2;23,5381;15;22,3807;18,2114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Porsche;Porsche;Panamera Turbo;4,0;8;18;25;21;23;35,9;27,4365;18,3385;25,478;20,9847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Porsche;Porsche;Panamera Turbo Exec;4,0;8;18;25;21;23;35,9;27,4365;18,3385;25,478;20,9847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Porsche;Porsche;Panamera Turbo ST;4,0;8;18;23;20;21,9;32,5;25,6671;17,5243;23,244;19,7064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Rolls-Royce;Rolls-Royce Motor Cars Limited;Ghost;6,6;12;12;18;14;14,1674;25,0399;17,6079;11,6311;18,2188;13,8915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Rolls-Royce;Rolls-Royce Motor Cars Limited;Ghost EWB;6,6;12;12;18;14;14,1674;25,0399;17,6079;11,6311;18,2188;13,8915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Rolls-Royce;Rolls-Royce Motor Cars Limited;Phantom;6,7;12;12;20;14;14,3;27,5;18,2398;11,7348;19,8951;14,391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Rolls-Royce;Rolls-Royce Motor Cars Limited;Phantom EWB;6,7;12;12;20;14;14,3;27,5;18,2398;11,7348;19,8951;14,391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Subaru;Subaru;LEGACY;2,4;4;24;32;27;30,4;46,7;36,0645;23,6674;32,3515;26,919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Subaru;Subaru;LEGACY;2,5;4;27;35;30;35,0207;51,241;40,838;26,8694;35,1445;30,0538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volkswagen Group of;Audi;A4 allroad quattro;2,0;4;23;31;26;29,7957;43,535;34,7276;23,4846;30,7004;26,2623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;Buick;REGAL TOUR X AWD;2,0;4;21;29;24;27,2;42;32,326;21,3942;29,401;24,3822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;Chevrolet;SONIC 5;1,4;4;26;34;29;33,1952;51,1;39,409;25,6155;34,046;28,8278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;FCA US LLC;FIAT;500L;1,4;4;22;30;25;28,1;42,5;33,1552;22,0382;29,7178;24,9382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Honda;Honda;FIT;1,5;4;33;40;36;43,7998;58,3993;49,3517;33;39,8287;36,467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Honda;Honda;FIT;1,5;4;31;36;33;40,7998;52,8496;45,4645;31;36,1329;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Honda;Honda;FIT;1,5;4;29;36;31;37,9577;52,4362;43,3432;28,8567;35,8704;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Honda;Honda;HR-V AWD;1,8;4;27;31;29;34,6;45,2;38,6822;26,5817;31,4165;28,5595;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Honda;Honda;HR-V AWD;1,8;4;26;31;28;34,286;44,5978;38,2677;26,3665;31,0394;28,2825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Honda;Honda;HR-V FWD;1,8;4;28;34;30;36,7;48,6;41,2445;28,0101;33,5269;30,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Honda;Honda;HR-V FWD;1,8;4;28;34;30;36,7;48,6;41,2445;28,0101;33,5269;30,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Kia;KIA MOTORS CORPORATION;Niro;1,6;4;51;46;49;65,7;62,5;64,2204;50,8864;46,2675;48,6987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Kia;KIA MOTORS CORPORATION;Niro FE;1,6;4;52;49;50;68,2;66,2;67,2852;51,9792;48,6163;50,4101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Kia;KIA MOTORS CORPORATION;Niro Touring;1,6;4;46;40;43;60;58,4;59,2693;45,6915;40,452;43,175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Kia;KIA MOTORS CORPORATION;Soul;1,6;4;27;32;29;33,9;47,1;38,7923;26,914;31,5033;28,8021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Kia;KIA MOTORS CORPORATION;Soul;2,0;4;27;33;30;35,7585;47,7628;40,3185;27,372;33,0102;29,651;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Kia;KIA MOTORS CORPORATION;Soul;2,0;4;25;31;27;31,6;44,5;36,3406;24,508;30,9781;27,0504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Kia;KIA MOTORS CORPORATION;Soul Eco dynamics;2,0;4;29;35;31;37,9;51,2;42,9167;28,818;35,1195;31,3493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nissan;NISSAN;Rogue Sport;2,0;4;25;32;28;35,0097;45,5577;39,0816;25;31,64;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nissan;NISSAN;Rogue Sport AWD;2,0;4;24;30;27;34,3936;44,3703;38,2654;24;30;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Subaru;Subaru;IMPREZA 5-Door;2,0;4;28;36;31;36,2808;51,8636;41,9531;27,7265;35,5231;30,765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Subaru;Subaru;IMPREZA 5-Door;2,0;4;24;31;26;30,3;44,4;35,352;23,5971;30,9153;26,4104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Subaru;Subaru;IMPREZA 5-Door SPORT;2,0;4;27;35;30;35,5;51,1;41,1536;27,1962;35,0586;30,2489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Subaru;Subaru;IMPREZA 5-Door SPORT;2,0;4;22;30;25;28,6;42,9;33,6471;22,3944;29,9708;25,2689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volkswagen Group of;Volkswagen;Arteon;2,0;4;22;29;25;28,2996;40,8;32,8253;22,426;29,1614;25,0272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volkswagen Group of;Volkswagen;Arteon 4Motion;2,0;4;20;29;23;25,8;40,9;30,9403;20,3848;28,7015;23,4414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volvo;Volvo Cars of North America, LLC;V60 CC AWD;2,0;4;22;31;25;27,4;44,3;33,0786;21,5376;30,8526;24,9238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volvo;Volvo Cars of North America, LLC;V60 FWD;2,0;4;23;34;27;30,1;50,1;36,6912;23,4563;34,4479;27,389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Jaguar Land Rover L;Jaguar;XF Sportbrake AWD;2,0;4;21;28;24;27,0625;40,3774;31,7781;21,3224;28,3824;24,0099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Jaguar Land Rover L;Jaguar;XF Sportbrake AWD;3,0;6;18;25;21;22,8;35,4;27,1483;18,1909;25,1517;20,7786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mercedes-Benz;Mercedes-Benz;AMG E 63 S 4MATIC+ (SW);4,0;8;16;23;19;20,1;31,7;24,0623;16,1793;22,7134;18,5852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Mercedes-Benz;Mercedes-Benz;E 450 4MATIC (station wagon);3,0;6;19;26;22;24;37,4;28,6133;19,0736;26,4527;21,8116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nissan;NISSAN;MURANO AWD;3,5;6;20;28;23;24,9798;40,3443;30,1462;19,7892;28,3468;22,9002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nissan;NISSAN;MURANO FWD;3,5;6;20;28;23;25,4947;40,8524;30,6858;20,1635;28;23,2709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Rolls-Royce;Rolls-Royce Motor Cars Limited;Cullinan;6,7;12;12;20;14;14,2841;27,0164;18,1288;11,7223;19,567;14,3027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Rolls-Royce;Rolls-Royce Motor Cars Limited;Cullinan Black Badge;6,7;12;12;20;14;14,2841;27,0164;18,1288;11,7223;19,567;14,3027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volvo;Volvo Cars of North America, LLC;V90 AWD;2,0;4;21;31;25;26,9;44,8;32,7968;21,1786;31,1662;24,7474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volvo;Volvo Cars of North America, LLC;V90 CC AWD;2,0;4;20;30;24;25,8;42,2;31,2682;20,3848;29,5278;23,685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Volvo;Volvo Cars of North America, LLC;V90 FWD;2,0;4;22;33;26;30,1;50,1;36,6912;22;33;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;Chevrolet;COLORADO 2WD;2,5;4;20;26;22;24,6;36,1;28,7166;19,5124;25,6084;21,8534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;Chevrolet;COLORADO 2WD;2,8;4;20;30;23;25,2;42,4;30,8275;19,9494;29,6545;23,3948;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;Chevrolet;COLORADO 2WD;3,6;6;18;25;20;22;34,5;26,2857;17,5986;24,5623;20,1722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;GMC;CANYON 2WD;2,5;4;20;26;22;24,6;36,1;28,7166;19,5124;25,6084;21,8534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;GMC;CANYON 2WD;2,8;4;20;30;23;25,2;42,4;30,8275;19,9494;29,6545;23,3948;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;GMC;CANYON 2WD;3,6;6;18;25;20;22;34,5;26,2857;17,5986;24,5623;20,1722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Honda;Honda;RIDGELINE FWD;3,5;6;19;26;22;24,5;36,5;28,754;19,4394;25,8687;21,8873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Toyota;TOYOTA;TACOMA 2WD;2,7;4;20;23;21;24,6;32,7;27,6861;19,5124;23,3764;21,0804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Toyota;TOYOTA;TACOMA 2WD;3,5;6;19;24;21;23,5;33,1;27,0274;18,7066;23,6408;20,6457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;Chevrolet;COLORADO 4WD;2,5;4;19;24;21;23,396;33,8854;27,1825;18,6302;24,1585;20,7689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;Chevrolet;COLORADO 4WD;2,8;4;19;28;22;24,1754;39,5555;29,3025;19,202;27,8418;22,3186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;Chevrolet;COLORADO 4WD;3,6;6;17;24;19;20,8995;33,198;25,0806;16,7787;23,7055;19,319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;Chevrolet;COLORADO ZR2 4WD;2,8;4;18;22;19;21,1;31,2493;24,7117;17,6452;22,1305;19,416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;Chevrolet;COLORADO ZR2 4WD;3,6;6;16;18;17;19,5;27;22,2857;15,7274;18,063;16,6991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;GMC;CANYON 4WD;2,5;4;19;24;21;23,396;33,8854;27,1825;18,6302;24,1585;20,7689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;GMC;CANYON 4WD;2,8;4;19;28;22;24,1754;39,5555;29,3025;19,202;27,8418;22,3186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;GMC;CANYON 4WD;3,6;6;17;24;19;20,8995;33,198;25,0806;16,7787;23,7055;19,319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Toyota;TOYOTA;TACOMA 4WD;2,7;4;19;22;20;23,3;31;26,2321;18,5595;22,2474;20,0556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Toyota;TOYOTA;TACOMA 4WD;3,5;6;18;22;20;22,7225;31,2629;25,9073;18,1336;22,4226;19,8415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Toyota;TOYOTA;TACOMA 4WD;3,5;6;17;21;18;21,3;28,5;24,0321;17,0777;20,571;18,4907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Toyota;TOYOTA;TACOMA 4WD D-CAB MT TRD-ORP/PRO;3,5;6;17;20;18;21,3199;27,7398;23,7984;17,0926;20,0574;18,3106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;Chevrolet;SILVERADO 2WD;2,7;4;20;23;21;25;37,1;29,3003;19,8039;22,9342;21,0999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;Chevrolet;SILVERADO 2WD;2,7;4;19;22;20;23,6;33,9;27,3378;18,7801;21,8463;20,0462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;Chevrolet;SILVERADO 2WD;3,0;6;23;33;27;29,6001;47,0981;35,5422;23,1035;32,5986;26,5885;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;Chevrolet;SILVERADO 2WD;4,3;6;16;21;17;19,4;30,8;23,277;15,6519;20,5493;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;Chevrolet;SILVERADO 2WD;5,3;8;15;19;16;18,2;26,9;21,3;14,7421;18,738;16,307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;Chevrolet;SILVERADO 2WD;5,3;8;15;21;17;18,3;28,5;21,813;14,8182;20,571;16,9515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;Chevrolet;SILVERADO 2WD;5,3;8;17;24;20;21,7;33,6;25,8141;17,3756;23,9706;19,8308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;General Motors;Chevrolet;SILVERADO 2WD;5,3;8;17;23;19;21,1;32,7;25,1081;16,9285;23,3764;19,3275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Ford Motor Company;Ford;F150 2WD FFV BASE PAYLOAD LT;5,0;8;16;21;18;20,8674;31,9;24,7136;16;21;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Ford Motor Company;Ford;F150 5.0L 2WD FFV GVWR>7599 LBS;5,0;8;15;20;17;20,7;31,9;24,5841;15;20;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Ford Motor Company;Ford;F150 PICKUP 2WD;2,7;6;20;26;22;24,625;37,2252;29,0498;19,5306;26,3395;22,1016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
